textbox22
generated on 30/09/2020 10:02:14 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,9,2019-02-25,2019-03-03,All,74,,136309,,54.29,,,,,,,,,,,,,,,,,,,,5877,,1407794,,417.46,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,9,2019-02-25,2019-03-03,All,1040,,213358,,487.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,9,2019-02-25,2019-03-03,All,4801,,1052134,,456.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,9,2019-02-25,2019-03-03,All,,,,,,,,,,,,,,,,,,,,,,,,,20054,,1154519,,1737.00,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,9,2019-02-25,2019-03-03,All,79,,50447,,156.60,,,,,,,,123,475,,25.89,,25,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,9,2019-02-25,2019-03-03,All,4550,,2087625,,217.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,9,2019-02-25,2019-03-03,All,6942,,5333806,,130.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,8,2019-02-18,2019-02-24,All,,,,,,,,,,,,,,,,,,,,,,,,,21404,,1115954,,1918.00,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,8,2019-02-18,2019-02-24,All,226,,235203,,96.09,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,8,2019-02-18,2019-02-24,All,172604,,65018096,,265.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,3
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,8,2019-02-18,2019-02-24,All,1370,,200967,,681.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,8,2019-02-18,2019-02-24,All,71,,263923,,26.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,8,2019-02-18,2019-02-24,All,607,,92435,,656.68,,,,,,,,,,,,,,,,,,,,1503,,92435,,1626.01,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,8,2019-02-18,2019-02-24,All,50,,56699,,88.18,,,,,,,,80,334,,23.95,,16,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,8,2019-02-18,2019-02-24,All,8194,,5285738,,155.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,8,2019-02-18,2019-02-24,All,5190,,1041249,,498.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,8,2019-02-18,2019-02-24,All,5,,175109,,2.86,,,,,,,,113,1044,0,10.82,,42,,,,,,,5911,,2986151,,197.95,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,8,2019-02-18,2019-02-24,All,7248,,2089062,,346.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,8,2019-02-18,2019-02-24,All,101,,132354,,76.31,,,,,,,,,,,,,,,,,,,,5923,,1383942,,427.98,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,7,2019-02-11,2019-02-17,All,1,,175109,,0.57,,,,,,,,174,1038,0,16.76,,52,,,,,,,6127,,2986151,,205.18,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,7,2019-02-11,2019-02-17,All,99,,55477,,178.45,,,,,,,,77,437,,17.62,,19,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,7,2019-02-11,2019-02-17,All,9683,,5367649,,180.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,7,2019-02-11,2019-02-17,All,5445,,1067270,,510.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,7,2019-02-11,2019-02-17,All,661,,89631,,737.47,,,,,,,,,,,,,,,,,,,,1732,,89631,,1932.37,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,7,2019-02-11,2019-02-17,All,,,,,,,,,,,,,,,,,,,,,,,,,19988,,1013640,,1971.90,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,7,2019-02-11,2019-02-17,All,11206,,2089062,,536.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,7,2019-02-11,2019-02-17,All,128,,294836,,43.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,7,2019-02-11,2019-02-17,All,120,,132354,,90.67,,,,,,,,,,,,,,,,,,,,6295,,1384659,,454.62,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,7,2019-02-11,2019-02-17,All,263,,189843,,138.54,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,7,2019-02-11,2019-02-17,All,307338,,65018096,,472.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,7,2019-02-11,2019-02-17,All,1913,,199634,,958.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,6,2019-02-04,2019-02-10,All,593,,89014,,666.19,,,,,,,,,,,,,,,,,,,,1772,,89014,,1990.70,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,6,2019-02-04,2019-02-10,All,15,,175109,,8.57,,,,,,,,238,1044,0,22.80,,81,,,,,,,7057,,2986151,,236.32,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,6,2019-02-04,2019-02-10,All,134,,258006,,51.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,6,2019-02-04,2019-02-10,All,134,,124635,,107.51,,,,,,,,,,,,,,,,,,,,6082,,1386502,,438.66,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,6,2019-02-04,2019-02-10,All,314,,240243,,130.70,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,6,2019-02-04,2019-02-10,All,394286,,65018096,,606.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,6,2019-02-04,2019-02-10,All,2595,,208978,,1241.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,6,2019-02-04,2019-02-10,All,5620,,1051970,,534.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,6,2019-02-04,2019-02-10,All,,,,,,,,,,,,,,,,,,,,,,,,,22320,,1157676,,1928.00,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,6,2019-02-04,2019-02-10,All,115,,61841,,185.96,,,,,,,,92,517,,17.79,,29,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,6,2019-02-04,2019-02-10,All,14540,,2089062,,696.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,6,2019-02-04,2019-02-10,All,8981,,5368784,,167.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,5,2019-01-28,2019-02-03,All,,,,,,,,,,,,,,,,,,,,,,,,,21070,,1185039,,1778.00,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,5,2019-01-28,2019-02-03,All,303,,246965,,122.69,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,5,2019-01-28,2019-02-03,All,355785,,65018096,,547.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,5,2019-01-28,2019-02-03,All,143,,269003,,53.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,5,2019-01-28,2019-02-03,All,73,,122820,,59.44,,,,,,,,,,,,,,,,,,,,5404,,1378691,,391.97,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,5,2019-01-28,2019-02-03,All,1952,,211907,,921.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,5,2019-01-28,2019-02-03,All,4324,,1038503,,416.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,5,2019-01-28,2019-02-03,All,10,,175109,,5.71,,,,,,,,185,1029,0,17.98,,60,,,,,,,6359,,2986151,,212.95,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,5,2019-01-28,2019-02-03,All,313,,85951,,364.16,,,,,,,,,,,,,,,,,,,,1509,,85951,,1755.65,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,5,2019-01-28,2019-02-03,All,131,,61841,,211.83,,,,,,,,86,389,,22.11,,26,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,5,2019-01-28,2019-02-03,All,16590,,2089062,,794.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,5,2019-01-28,2019-02-03,All,7192,,5405187,,133.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,4,2019-01-21,2019-01-27,All,22,,175109,,12.56,,,,,,,,235,1179,0,19.93,,70,,,,,,,9354,,2986151,,313.25,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,4,2019-01-21,2019-01-27,All,142,,56202,,252.66,,,,,,,,144,453,,31.79,,43,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,4,2019-01-21,2019-01-27,All,5897,,5391468,,109.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,4,2019-01-21,2019-01-27,All,4007,,1032497,,388.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,4,2019-01-21,2019-01-27,All,171,,82877,,206.33,,,,,,,,32,,908911,,3.52,32,,,,,,,1302,,82877,,1571.00,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,4,2019-01-21,2019-01-27,All,,,,,,,,,,,,,,,,,,,,,,,,,18102,,1188575,,1523.00,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,4,2019-01-21,2019-01-27,All,13868,,2089062,,663.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,4,2019-01-21,2019-01-27,All,81,,120680,,67.12,,,,,,,,,,,,,,,,,,,,4748,,1378754,,344.37,,,,,,3,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,4,2019-01-21,2019-01-27,All,191,,265444,,71.95,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,4,2019-01-21,2019-01-27,All,241090,,65018096,,370.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,4,2019-01-21,2019-01-27,All,1598,,197872,,807.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,4,2019-01-21,2019-01-27,All,118,,285324,,41.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,3,2019-01-14,2019-01-20,All,15,,175109,,8.57,,,,,,,,318,1101,0,28.88,,140,,,,,,,9757,,2986151,,326.74,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,3,2019-01-14,2019-01-20,All,87,,91118,,95.48,,,,,,,,110,,908911,,12.10,110,,,,,,,1382,,91118,,1516.71,,,,,,2,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,3,2019-01-14,2019-01-20,All,8152,,2089062,,390.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,3,2019-01-14,2019-01-20,All,121,,280587,,43.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,3,2019-01-14,2019-01-20,All,93,,124522,,74.69,,,,,,,,,,,,,,,,,,,,4514,,1294588,,348.68,,,,,,3,1,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,3,2019-01-14,2019-01-20,All,,,,,,,,,,,,,,,,,,,,,,,,,15008,,1111703,,1350.00,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,3,2019-01-14,2019-01-20,All,126,,216724,,58.14,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,3,2019-01-14,2019-01-20,All,147063,,65018096,,226.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,3,2019-01-14,2019-01-20,All,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,3,2019-01-14,2019-01-20,All,129,,51402,,250.96,,,,,,,,152,,,,,47,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,3,2019-01-14,2019-01-20,All,4982,,5417651,,91.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,3,2019-01-14,2019-01-20,All,3607,,1025491,,351.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,2,2019-01-07,2019-01-13,All,,,,,,,,,,,,,,,,,,,,,,,,,14192,,996000,,1424.90,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,2,2019-01-07,2019-01-13,All,151,,289957,,52.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,2,2019-01-07,2019-01-13,All,102,,129636,,78.68,,,,,,,,,,,,,,,,,,,,5278,,1376499,,383.44,,,,,,3,1,3,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,2,2019-01-07,2019-01-13,All,87,,218403,,39.83,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,2,2019-01-07,2019-01-13,All,75548,,65018096,,116.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,2,2019-01-07,2019-01-13,All,1204,,198397,,606.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,2,2019-01-07,2019-01-13,All,3340,,997762,,334.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,2,2019-01-07,2019-01-13,All,12,,175109,,6.85,,,,,,,,289,1086,0,26.61,,87,,,,,,,6463,,2986151,,216.43,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,2,2019-01-07,2019-01-13,All,59,,93624,,63.02,,,,,,,,63,,908911,,6.93,63,,,,,,,1384,,93624,,1478.25,,,,,,2,,2,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,2,2019-01-07,2019-01-13,All,150,,59104,,253.79,,,,,,,,165,526,,31.37,,58,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,2,2019-01-07,2019-01-13,All,4118,,2089062,,197.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,2,2019-01-07,2019-01-13,All,4879,,5412284,,90.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2019,1,2018-12-31,2019-01-06,All,1,,175109,,0.57,,,,,,,,183,1020,0,17.94,,26,,,,,,,2737,,2986151,,91.66,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2019,1,2018-12-31,2019-01-06,All,745,,146363,,509.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2019,1,2018-12-31,2019-01-06,All,3202,,1023975,,312.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2019,1,2018-12-31,2019-01-06,All,37,,74243,,49.84,,,,,,,,25,,376439,,6.64,25,,,,,,,833,,74243,,1121.99,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2019,1,2018-12-31,2019-01-06,All,,,,,,,,,,,,,,,,,,,,,,,,,8363,,914098,,914.89,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2019,1,2018-12-31,2019-01-06,All,158,,61841,,255.49,,,,,,,,163,511,,31.90,,38,,,,,,,,,,,,,,,,,4,2,3,3
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2019,1,2018-12-31,2019-01-06,All,2340,,2089062,,112.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2019,1,2018-12-31,2019-01-06,All,2732,,5338276,,51.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2019,1,2018-12-31,2019-01-06,All,69,,211683,,32.60,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2019,1,2018-12-31,2019-01-06,All,50295,,65018096,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2019,1,2018-12-31,2019-01-06,All,90,,274197,,32.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2019,1,2018-12-31,2019-01-06,All,65,,127495,,50.98,,,,,,,,,,,,,,,,,,,,4389,,1366407,,321.21,,,,,,3,1,2,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,52,2018-12-24,2018-12-30,All,30,,80569,,37.24,,,,,,,,42,,376439,,11.16,42,,,,,,,1290,,80569,,1601.11,,,,,,2,,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,52,2018-12-24,2018-12-30,All,3,,175109,,1.71,,,,,,,,142,960,0,14.79,,56,,,,,,,4430,,2986151,,148.35,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,52,2018-12-24,2018-12-30,All,28,,263180,,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,52,2018-12-24,2018-12-30,All,47,,125782,,37.37,,,,,,,,,,,,,,,,,,,,2138,,989213,,216.13,,,,,,3,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,52,2018-12-24,2018-12-30,All,4,,40321,,9.92,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,52,2018-12-24,2018-12-30,All,37903,,66725826,,56.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,52,2018-12-24,2018-12-30,All,211,,88301,,238.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,52,2018-12-24,2018-12-30,All,3366,,1054961,,319.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,52,2018-12-24,2018-12-30,All,,,,,,,,,,,,,,,,,,,,,,,,,4388,,925738,,474.00,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,52,2018-12-24,2018-12-30,All,133,,48065,,276.71,,,,,,,,213,511,,41.68,,56,,,,,,,,,,,,,,,,,4,2,3,3
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,52,2018-12-24,2018-12-30,All,1245,,4615370,,26.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,51,2018-12-17,2018-12-23,All,,,,,,,,,,,,,,,,,,,,,,,,,14254,,1035901,,1376.00,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2018,51,2018-12-17,2018-12-23,All,2,,16801,,11.90,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2018,51,2018-12-17,2018-12-23,All,39259,,66725826,,58.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2018,51,2018-12-17,2018-12-23,All,33,,282816,,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,51,2018-12-17,2018-12-23,All,93,,133757,,69.53,,,,,,,,,,,,,,,,,,,,3493,,1178781,,296.32,,,,,,3,1,3,
Northern hemishere,Europe,EUR,South West Europe,Greece,2018,51,2018-12-17,2018-12-23,All,487,,117599,,414.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,51,2018-12-17,2018-12-23,All,3667,,927977,,395.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,51,2018-12-17,2018-12-23,All,4,,175109,,2.28,,,,,,,,109,875,0,12.46,,58,,,,,,,4349,,2986151,,145.64,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,51,2018-12-17,2018-12-23,All,37,,90927,,40.69,,,,,,,,51,,376439,,13.55,51,,,,,,,1535,,90927,,1688.17,,,,,,2,,2,
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,51,2018-12-17,2018-12-23,All,86,,51589,,166.70,,,,,,,,150,473,,31.71,,38,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,51,2018-12-17,2018-12-23,All,2355,,2088335,,112.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,51,2018-12-17,2018-12-23,All,2546,,5427917,,46.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2018,50,2018-12-10,2018-12-16,All,1,,175109,,0.57,,,,,,,,92,952,0,9.66,,53,,,,,,,4877,,2986151,,163.32,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2018,50,2018-12-10,2018-12-16,All,100,,56667,,176.47,,,,,,,,128,545,,23.49,,32,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2018,50,2018-12-10,2018-12-16,All,2236,,5451291,,41.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2018,50,2018-12-10,2018-12-16,All,4472,,952666,,469.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2018,50,2018-12-10,2018-12-16,All,46,,93951,,48.96,,,,,,,,61,,376439,,16.20,61,,,,,,,1656,,93951,,1762.62,,,,,,2,,2,
Northern hemishere,Europe,EUR,South West Europe,Germany,2018,50,2018-12-10,2018-12-16,All,,,,,,,,,,,,,,,,,,,,,,,,,14836,,1054442,,1407.00,,,,,,2,,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2018,50,2018-12-10,2018-12-16,All,2118,,2086661,,101.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2018,50,2018-12-10,2018-12-16,All,87,,138511,,62.81,,,,,,,,,,,,,,,,,,,,3356,,1183691,,283.52,,,,,,2,,2,
